date,time_minus_12hours,currency,event,impact,datetime,all_day,actual,forecast,currency_strength
 Nov 26,4:30pm,GBP,CBI Realized Sales,Low,2024-11-26 16:30:00,False,-18,-14,worse
 Nov 26,6:35pm,CAD,Gov Council Member Mendes Speaks,Low,2024-11-26 18:35:00,False,,,
 Nov 26,7:30pm,USD,S&P/CS Composite-20 HPI y/y,Medium,2024-11-26 19:30:00,False,4.6%,4.7%,
 Nov 26,7:30pm,USD,HPI m/m,Low,2024-11-26 19:30:00,False,0.7%,0.3%,better
 Nov 26,8:29pm,USD,Richmond Manufacturing Index,Medium,2024-11-26 20:29:00,False,-14,-10,worse
 Nov 26,8:30pm,GBP,MPC Member Pill Speaks,Low,2024-11-26 20:30:00,False,,,
 Nov 26,8:30pm,USD,CB Consumer Confidence,High,2024-11-26 20:30:00,False,111.7,111.8,
 Nov 26,8:30pm,USD,New Home Sales,Medium,2024-11-26 20:30:00,False,610K,725K,worse
 Nov 27,12:30am,USD,FOMC Meeting Minutes,High,2024-11-27 00:30:00,False,,,
 Nov 27,1:00am,USD,President Biden Speaks,Low,2024-11-27 01:00:00,False,,,
 Nov 27,6:00am,AUD,CPI y/y,High,2024-11-27 06:00:00,False,2.1%,2.5%,worse
 Nov 27,6:00am,AUD,Construction Work Done q/q,Low,2024-11-27 06:00:00,False,1.6%,0.4%,better
 Nov 27,6:30am,NZD,Official Cash Rate,High,2024-11-27 06:30:00,False,4.25%,4.25%,
 Nov 27,6:30am,NZD,RBNZ Monetary Policy Statement,High,2024-11-27 06:30:00,False,,,
 Nov 27,6:30am,NZD,RBNZ Rate Statement,High,2024-11-27 06:30:00,False,,,
 Nov 27,7:30am,NZD,RBNZ Press Conference,High,2024-11-27 07:30:00,False,,,
 Nov 27,2:30pm,CHF,UBS Economic Expectations,Low,2024-11-27 14:30:00,False,-12.4,,
 Nov 27,3:00pm,EUR,German GfK Consumer Climate,Low,2024-11-27 15:00:00,False,-23.3,-18.8,worse
 Nov 27,7:00pm,USD,Prelim GDP q/q,High,2024-11-27 19:00:00,False,2.8%,2.8%,
 Nov 27,7:00pm,USD,Unemployment Claims,High,2024-11-27 19:00:00,False,213K,215K,
 Nov 27,7:00pm,USD,Core Durable Goods Orders m/m,Medium,2024-11-27 19:00:00,False,0.1%,0.2%,
 Nov 27,7:00pm,USD,Durable Goods Orders m/m,Medium,2024-11-27 19:00:00,False,0.2%,0.4%,worse
 Nov 27,7:00pm,USD,Prelim GDP Price Index q/q,Medium,2024-11-27 19:00:00,False,1.9%,1.8%,
 Nov 27,7:00pm,USD,Goods Trade Balance,Low,2024-11-27 19:00:00,False,-99.1B,-102.2B,better
 Nov 27,7:00pm,USD,Prelim Wholesale Inventories m/m,Low,2024-11-27 19:00:00,False,0.2%,0.0%,worse
 Nov 27,8:15pm,USD,Chicago PMI,Medium,2024-11-27 20:15:00,False,40.2,44.9,worse
 Nov 27,8:30pm,USD,Core PCE Price Index m/m,High,2024-11-27 20:30:00,False,0.3%,0.3%,
 Nov 27,8:30pm,USD,Pending Home Sales m/m,Medium,2024-11-27 20:30:00,False,2.0%,-2.1%,better
 Nov 27,8:30pm,USD,Personal Income m/m,Low,2024-11-27 20:30:00,False,0.6%,0.3%,better
 Nov 27,8:30pm,USD,Personal Spending m/m,Low,2024-11-27 20:30:00,False,0.4%,0.4%,
 Nov 27,9:00pm,USD,Crude Oil Inventories,Medium,2024-11-27 21:00:00,False,-1.8M,-1.3M,better
 Nov 27,10:30pm,USD,Natural Gas Storage,Low,2024-11-27 22:30:00,False,-2B,-2B,
 Nov 28,5:30am,NZD,ANZ Business Confidence,Low,2024-11-28 05:30:00,False,64.9,,
 Nov 28,6:00am,AUD,Private Capital Expenditure q/q,Low,2024-11-28 06:00:00,False,1.1%,0.9%,better
 Nov 28,All Day,EUR,German Prelim CPI m/m,High,2024-11-28 00:00:00,True,-0.2%,-0.2%,
 Nov 28,1:30pm,EUR,Spanish Flash CPI y/y,Medium,2024-11-28 13:30:00,False,2.4%,2.3%,better
 Nov 28,2:25pm,AUD,RBA Gov Bullock Speaks,High,2024-11-28 14:25:00,False,,,
 Nov 28,2:30pm,EUR,M3 Money Supply y/y,Low,2024-11-28 14:30:00,False,3.4%,3.4%,
 Nov 28,2:30pm,EUR,Private Loans y/y,Low,2024-11-28 14:30:00,False,0.8%,0.8%,
 Nov 28,3:40pm,EUR,Italian 10-y Bond Auction,Low,2024-11-28 15:40:00,False,3.39|1.6,,
 Nov 28,All Day,USD,Bank Holiday,None,2024-11-28 00:00:00,True,,,
 Nov 28,7:00pm,CAD,Current Account,Low,2024-11-28 19:00:00,False,-3.2B,-8.6B,better
 Nov 29,5:00am,JPY,Tokyo Core CPI y/y,Medium,2024-11-29 05:00:00,False,2.2%,2.0%,better
 Nov 29,5:00am,JPY,Unemployment Rate,Low,2024-11-29 05:00:00,False,2.5%,2.5%,
 Nov 29,5:20am,JPY,Prelim Industrial Production m/m,Low,2024-11-29 05:20:00,False,3.0%,3.8%,worse
 Nov 29,5:20am,JPY,Retail Sales y/y,Low,2024-11-29 05:20:00,False,1.6%,2.1%,worse
 Nov 29,6:00am,AUD,Private Sector Credit m/m,Low,2024-11-29 06:00:00,False,0.6%,0.5%,better
 Nov 29,10:30am,JPY,Consumer Confidence,Low,2024-11-29 10:30:00,False,36.4,36.4,
 Nov 29,10:30am,JPY,Housing Starts y/y,Low,2024-11-29 10:30:00,False,-2.9%,-2.0%,worse
 Nov 29,12:30pm,EUR,German Import Prices m/m,Low,2024-11-29 12:30:00,False,0.6%,0.2%,better
 Nov 29,12:30pm,EUR,German Retail Sales m/m,Low,2024-11-29 12:30:00,False,-1.5%,-0.5%,worse
 Nov 29,1:15pm,EUR,French Consumer Spending m/m,Low,2024-11-29 13:15:00,False,-0.4%,-0.1%,worse
 Nov 29,1:15pm,EUR,French Final Private Payrolls q/q,Low,2024-11-29 13:15:00,False,0.1%,0.0%,better
 Nov 29,1:15pm,EUR,French Prelim CPI m/m,Low,2024-11-29 13:15:00,False,-0.1%,0.0%,worse
 Nov 29,1:15pm,EUR,French Prelim GDP q/q,Low,2024-11-29 13:15:00,False,0.4%,0.4%,
 Nov 29,1:30pm,CHF,GDP q/q,Medium,2024-11-29 13:30:00,False,0.4%,0.4%,
 Nov 29,1:30pm,CHF,KOF Economic Barometer,Low,2024-11-29 13:30:00,False,101.8,100.1,better
 Nov 29,2:25pm,EUR,German Unemployment Change,Low,2024-11-29 14:25:00,False,7K,20K,better
 Nov 29,3:00pm,GBP,M4 Money Supply m/m,Low,2024-11-29 15:00:00,False,-0.1%,0.4%,worse
 Nov 29,3:00pm,GBP,Mortgage Approvals,Low,2024-11-29 15:00:00,False,68K,65K,better
 Nov 29,3:02pm,GBP,Net Lending to Individuals m/m,Low,2024-11-29 15:02:00,False,4.5B,4.1B,better
 Nov 29,3:30pm,EUR,Core CPI Flash Estimate y/y,Medium,2024-11-29 15:30:00,False,2.7%,2.8%,worse
 Nov 29,3:30pm,EUR,CPI Flash Estimate y/y,Medium,2024-11-29 15:30:00,False,2.3%,2.3%,
 Nov 29,3:30pm,EUR,Italian Prelim CPI m/m,Low,2024-11-29 15:30:00,False,0.0%,-0.2%,better
 Nov 29,4:00pm,GBP,Bank Stress Test Results,Low,2024-11-29 16:00:00,False,,,
 Nov 29,4:00pm,GBP,BOE Financial Stability Report,Low,2024-11-29 16:00:00,False,,,
 Nov 29,4:00pm,GBP,FPC Meeting Minutes,Low,2024-11-29 16:00:00,False,,,
 Nov 29,4:00pm,GBP,FPC Statement,Low,2024-11-29 16:00:00,False,,,
 Nov 29,4:30pm,GBP,BOE Gov Bailey Speaks,High,2024-11-29 16:30:00,False,,,
 Nov 29,6:30pm,EUR,German Buba President Nagel Speaks,Low,2024-11-29 18:30:00,False,,,
 Nov 29,7:00pm,CAD,GDP m/m,High,2024-11-29 19:00:00,False,0.1%,0.3%,worse
 Nov 30,7:00am,CNY,Manufacturing PMI,High,2024-11-30 07:00:00,False,50.3,50.2,
 Nov 30,7:00am,CNY,Non-Manufacturing PMI,Medium,2024-11-30 07:00:00,False,50.0,50.4,worse
 Nov 30,4:45pm,CHF,SNB Chairman Schlegel Speaks,Medium,2024-11-30 16:45:00,False,,,
 Dec 2,3:15am,NZD,Building Consents m/m,Low,2024-12-02 03:15:00,False,-5.2%,,
 Dec 2,5:20am,JPY,Capital Spending q/y,Low,2024-12-02 05:20:00,False,8.1%,6.7%,better
 Dec 2,5:30am,AUD,MI Inflation Gauge m/m,Low,2024-12-02 05:30:00,False,0.2%,,
 Dec 2,6:00am,AUD,Retail Sales m/m,Medium,2024-12-02 06:00:00,False,0.6%,0.4%,better
 Dec 2,6:00am,AUD,ANZ Job Advertisements m/m,Low,2024-12-02 06:00:00,False,-1.3%,,
 Dec 2,6:00am,AUD,Building Approvals m/m,Low,2024-12-02 06:00:00,False,4.2%,1.2%,better
 Dec 2,6:00am,AUD,Company Operating Profits q/q,Low,2024-12-02 06:00:00,False,-4.6%,0.6%,worse
 Dec 2,6:00am,JPY,Final Manufacturing PMI,Low,2024-12-02 06:00:00,False,49.0,49.0,
 Dec 2,7:15am,CNY,Caixin Manufacturing PMI,Low,2024-12-02 07:15:00,False,51.5,50.6,better
 Dec 2,11:00am,AUD,Commodity Prices y/y,Low,2024-12-02 11:00:00,False,-11.8%,,
 Dec 2,12:30pm,GBP,Nationwide HPI m/m,Low,2024-12-02 12:30:00,False,1.2%,0.2%,better
 Dec 2,1:00pm,CHF,Retail Sales y/y,Low,2024-12-02 13:00:00,False,1.4%,2.6%,worse
 Dec 2,1:45pm,EUR,Spanish Manufacturing PMI,Low,2024-12-02 13:45:00,False,53.1,53.9,worse
 Dec 2,2:00pm,CHF,Manufacturing PMI,Low,2024-12-02 14:00:00,False,48.5,49.6,worse
 Dec 2,2:15pm,EUR,Italian Manufacturing PMI,Low,2024-12-02 14:15:00,False,44.5,46.1,worse
 Dec 2,2:20pm,EUR,French Final Manufacturing PMI,Low,2024-12-02 14:20:00,False,43.1,43.3,
 Dec 2,2:25pm,EUR,German Final Manufacturing PMI,Low,2024-12-02 14:25:00,False,43.0,43.2,
 Dec 2,2:30pm,EUR,Final Manufacturing PMI,Low,2024-12-02 14:30:00,False,45.2,45.2,
 Dec 2,2:30pm,EUR,Italian Monthly Unemployment Rate,Low,2024-12-02 14:30:00,False,5.8%,6.1%,better
 Dec 2,3:00pm,GBP,Final Manufacturing PMI,Low,2024-12-02 15:00:00,False,48.0,48.6,worse
 Dec 2,3:30pm,EUR,Unemployment Rate,Low,2024-12-02 15:30:00,False,6.3%,6.3%,
 Dec 2,8:00pm,CAD,Manufacturing PMI,Low,2024-12-02 20:00:00,False,52.0,50.8,better
 Dec 2,8:15pm,USD,Final Manufacturing PMI,Medium,2024-12-02 20:15:00,False,49.7,48.8,better
 Dec 2,8:30pm,USD,ISM Manufacturing PMI,High,2024-12-02 20:30:00,False,48.4,47.7,better
 Dec 2,8:30pm,USD,ISM Manufacturing Prices,Medium,2024-12-02 20:30:00,False,50.3,55.2,worse
 Dec 2,8:30pm,USD,Construction Spending m/m,Low,2024-12-02 20:30:00,False,0.4%,0.2%,
 Dec 3,1:45am,USD,FOMC Member Waller Speaks,Medium,2024-12-03 01:45:00,False,,,
 Dec 3,3:00am,USD,FOMC Member Williams Speaks,Low,2024-12-03 03:00:00,False,,,
 Dec 3,3:15am,NZD,Overseas Trade Index q/q,Low,2024-12-03 03:15:00,False,2.4%,1.2%,better
 Dec 3,5:20am,JPY,Monetary Base y/y,Low,2024-12-03 05:20:00,False,-0.3%,0.2%,
 Dec 3,5:31am,GBP,BRC Retail Sales Monitor y/y,Low,2024-12-03 05:31:00,False,-3.4%,0.7%,worse
 Dec 3,6:00am,AUD,Current Account,Low,2024-12-03 06:00:00,False,-14.1B,-10.3B,worse
 Dec 3,9:05am,JPY,10-y Bond Auction,Low,2024-12-03 09:05:00,False,1.08|3.1,,
 Dec 3,1:00pm,CHF,CPI m/m,High,2024-12-03 13:00:00,False,-0.1%,-0.1%,
 Dec 3,1:30pm,EUR,Spanish Unemployment Change,Low,2024-12-03 13:30:00,False,-16.0K,29.3K,better
 Dec 3,8:14pm,NZD,GDT Price Index,Low,2024-12-03 20:14:00,False,1.2%,,
 Dec 3,8:30pm,USD,JOLTS Job Openings,High,2024-12-03 20:30:00,False,7.74M,7.51M,better
 Dec 3,8:36pm,USD,RCM/TIPP Economic Optimism,Low,2024-12-03 20:36:00,False,54.0,54.1,
 Dec 3,All Day,USD,Wards Total Vehicle Sales,Low,2024-12-03 00:00:00,True,16.5M,16.0M,better
 Dec 3,9:22pm,EUR,French Gov Budget Balance,Low,2024-12-03 21:22:00,False,-157.4B,,
 Dec 3,11:05pm,USD,FOMC Member Kugler Speaks,Low,2024-12-03 23:05:00,False,,,
 Dec 4,2:15am,USD,FOMC Member Goolsbee Speaks,Low,2024-12-04 02:15:00,False,,,
 Dec 4,5:30am,NZD,ANZ Commodity Prices m/m,Low,2024-12-04 05:30:00,False,2.9%,,
 Dec 4,6:00am,AUD,GDP q/q,High,2024-12-04 06:00:00,False,0.3%,0.5%,worse
 Dec 4,6:30am,NZD,RBNZ Gov Orr Speaks,Medium,2024-12-04 06:30:00,False,,,
 Dec 4,7:15am,CNY,Caixin Services PMI,Low,2024-12-04 07:15:00,False,51.5,52.4,worse
 Dec 4,1:45pm,EUR,Spanish Services PMI,Low,2024-12-04 13:45:00,False,53.1,53.4,
 Dec 4,2:15pm,EUR,Italian Services PMI,Low,2024-12-04 14:15:00,False,49.2,50.9,worse
 Dec 4,2:20pm,EUR,French Final Services PMI,Low,2024-12-04 14:20:00,False,46.9,45.7,better
 Dec 4,2:25pm,EUR,German Final Services PMI,Low,2024-12-04 14:25:00,False,49.3,49.4,
 Dec 4,2:30pm,EUR,Final Services PMI,Low,2024-12-04 14:30:00,False,49.5,49.2,
 Dec 4,2:30pm,GBP,BOE Gov Bailey Speaks,Medium,2024-12-04 14:30:00,False,,,
 Dec 4,3:00pm,GBP,Final Services PMI,Low,2024-12-04 15:00:00,False,50.8,50.0,better
 Dec 4,3:30pm,EUR,PPI m/m,Low,2024-12-04 15:30:00,False,0.4%,0.4%,
 Dec 4,4:03pm,EUR,German 10-y Bond Auction,Low,2024-12-04 16:03:00,False,2.07|2.4,,
 Dec 4,6:45pm,USD,ADP Non-Farm Employment Change,High,2024-12-04 18:45:00,False,146K,152K,
 Dec 4,7:00pm,CAD,Labor Productivity q/q,Low,2024-12-04 19:00:00,False,-0.4%,-0.2%,better
 Dec 4,7:00pm,EUR,ECB President Lagarde Speaks,Medium,2024-12-04 19:00:00,False,,,
 Dec 4,7:15pm,USD,FOMC Member Musalem Speaks,Low,2024-12-04 19:15:00,False,,,
 Dec 4,8:15pm,USD,Final Services PMI,Medium,2024-12-04 20:15:00,False,56.1,57.0,worse
 Dec 4,8:30pm,USD,ISM Services PMI,High,2024-12-04 20:30:00,False,52.1,55.7,worse
 Dec 4,8:30pm,USD,Factory Orders m/m,Low,2024-12-04 20:30:00,False,0.2%,0.2%,
 Dec 4,9:00pm,USD,Crude Oil Inventories,Medium,2024-12-04 21:00:00,False,-5.1M,-1.6M,better
 Dec 4,10:40pm,EUR,German Buba President Nagel Speaks,Low,2024-12-04 22:40:00,False,,,
 Dec 5,12:15am,USD,Fed Chair Powell Speaks,High,2024-12-05 00:15:00,False,,,
 Dec 5,12:30am,USD,Beige Book,Low,2024-12-05 00:30:00,False,,,
 Dec 5,6:00am,AUD,Goods Trade Balance,Low,2024-12-05 06:00:00,False,5.95B,4.53B,better
 Dec 5,9:05am,JPY,30-y Bond Auction,Low,2024-12-05 09:05:00,False,2.29|3.5,,
 Dec 5,12:15pm,CHF,Unemployment Rate,Low,2024-12-05 12:15:00,False,2.6%,2.7%,better
 Dec 5,12:30pm,EUR,German Factory Orders m/m,Low,2024-12-05 12:30:00,False,-1.5%,-2.0%,better
 Dec 5,1:15pm,EUR,French Industrial Production m/m,Low,2024-12-05 13:15:00,False,-0.1%,0.2%,worse
 Dec 5,3:00pm,GBP,Construction PMI,Medium,2024-12-05 15:00:00,False,55.2,53.5,better
 Dec 5,3:07pm,EUR,Spanish 10-y Bond Auction,Low,2024-12-05 15:07:00,False,2.74|2.6,,
 Dec 5,3:30pm,EUR,Retail Sales m/m,Low,2024-12-05 15:30:00,False,-0.5%,-0.3%,worse
 Dec 5,All Day,All,OPEC-JMMC Meetings,Medium,2024-12-05 00:00:00,True,,,
 Dec 5,6:00pm,USD,Challenger Job Cuts y/y,Low,2024-12-05 18:00:00,False,26.8%,,
 Dec 5,7:00pm,CAD,Trade Balance,Low,2024-12-05 19:00:00,False,-0.9B,-1.0B,
 Dec 5,7:00pm,USD,Unemployment Claims,High,2024-12-05 19:00:00,False,224K,215K,worse
 Dec 5,7:00pm,USD,Trade Balance,Low,2024-12-05 19:00:00,False,-73.8B,-75.2B,better
 Dec 5,9:00pm,USD,Natural Gas Storage,Low,2024-12-05 21:00:00,False,-30B,-38B,worse
 Dec 5,10:30pm,GBP,MPC Member Greene Speaks,Low,2024-12-05 22:30:00,False,,,
 Dec 6,5:00am,JPY,Average Cash Earnings y/y,Low,2024-12-06 05:00:00,False,2.6%,2.6%,
 Dec 6,5:00am,JPY,Household Spending y/y,Low,2024-12-06 05:00:00,False,-1.3%,-2.6%,better
 Dec 6,10:30am,JPY,Leading Indicators,Low,2024-12-06 10:30:00,False,108.6%,108.9%,
 Dec 6,12:30pm,EUR,German Industrial Production m/m,Low,2024-12-06 12:30:00,False,-1.0%,1.0%,worse
 Dec 6,12:30pm,GBP,Halifax HPI m/m,Low,2024-12-06 12:30:00,False,1.3%,0.3%,better
 Dec 6,1:15pm,EUR,French Trade Balance,Low,2024-12-06 13:15:00,False,-7.7B,-8.0B,better
 Dec 6,1:30pm,CHF,Foreign Currency Reserves,Low,2024-12-06 13:30:00,False,725B,,
 Dec 6,2:31pm,EUR,Italian Retail Sales m/m,Low,2024-12-06 14:31:00,False,-0.5%,0.9%,worse
 Dec 6,3:30pm,EUR,Final Employment Change q/q,Low,2024-12-06 15:30:00,False,0.2%,0.2%,
 Dec 6,3:30pm,EUR,Revised GDP q/q,Low,2024-12-06 15:30:00,False,0.4%,0.4%,
 Dec 6,7:00pm,CAD,Employment Change,High,2024-12-06 19:00:00,False,50.5K,24.7K,better
 Dec 6,7:00pm,CAD,Unemployment Rate,High,2024-12-06 19:00:00,False,6.8%,6.6%,worse
 Dec 6,7:00pm,USD,Average Hourly Earnings m/m,High,2024-12-06 19:00:00,False,0.4%,0.3%,better
 Dec 6,7:00pm,USD,Non-Farm Employment Change,High,2024-12-06 19:00:00,False,227K,218K,better
 Dec 6,7:00pm,USD,Unemployment Rate,High,2024-12-06 19:00:00,False,4.2%,4.1%,worse
 Dec 6,7:45pm,USD,FOMC Member Bowman Speaks,Low,2024-12-06 19:45:00,False,,,
 Dec 6,8:30pm,CAD,Ivey PMI,Medium,2024-12-06 20:30:00,False,52.3,53.1,worse
 Dec 6,8:30pm,USD,Prelim UoM Consumer Sentiment,Medium,2024-12-06 20:30:00,False,74.0,73.3,better
 Dec 6,8:30pm,USD,Prelim UoM Inflation Expectations,Medium,2024-12-06 20:30:00,False,2.9%,,
 Dec 6,9:00pm,USD,FOMC Member Goolsbee Speaks,Low,2024-12-06 21:00:00,False,,,
 Dec 6,10:30pm,USD,FOMC Member Hammack Speaks,Low,2024-12-06 22:30:00,False,,,
 Dec 6,11:30pm,USD,FOMC Member Daly Speaks,Low,2024-12-06 23:30:00,False,,,
 Dec 7,1:30am,USD,Consumer Credit m/m,Low,2024-12-07 01:30:00,False,19.2B,10.4B,better
 Dec 9,5:20am,JPY,Bank Lending y/y,Low,2024-12-09 05:20:00,False,3.0%,2.6%,better
 Dec 9,5:20am,JPY,Current Account,Low,2024-12-09 05:20:00,False,2.41T,2.28T,better
 Dec 9,5:20am,JPY,Final GDP Price Index y/y,Low,2024-12-09 05:20:00,False,2.4%,2.5%,worse
 Dec 9,5:20am,JPY,Final GDP q/q,Low,2024-12-09 05:20:00,False,0.3%,0.3%,
 Dec 9,7:00am,CNY,CPI y/y,Medium,2024-12-09 07:00:00,False,0.2%,0.4%,worse
 Dec 9,7:00am,CNY,PPI y/y,Medium,2024-12-09 07:00:00,False,-2.5%,-2.8%,better
 Dec 9,10:30am,JPY,Economy Watchers Sentiment,Low,2024-12-09 10:30:00,False,49.4,47.3,better
 Dec 9,1:30pm,CHF,SECO Consumer Climate,Low,2024-12-09 13:30:00,False,-37,-38,
 Dec 9,3:00pm,EUR,Sentix Investor Confidence,Low,2024-12-09 15:00:00,False,-17.5,-12.4,worse
 Dec 9,All Day,EUR,Eurogroup Meetings,Low,2024-12-09 00:00:00,True,,,
 Dec 9,6:30pm,GBP,MPC Member Ramsden Speaks,Low,2024-12-09 18:30:00,False,,,
 Dec 9,8:30pm,USD,Final Wholesale Inventories m/m,Low,2024-12-09 20:30:00,False,0.2%,0.2%,
 Dec 10,5:20am,JPY,M2 Money Stock y/y,Low,2024-12-10 05:20:00,False,1.2%,1.2%,
 Dec 10,6:00am,AUD,NAB Business Confidence,Low,2024-12-10 06:00:00,False,-3,,
 Dec 10,8:36am,CNY,USD-Denominated Trade Balance,Low,2024-12-10 08:36:00,False,97.4B,94.0B,better
 Dec 10,8:37am,CNY,Trade Balance,Low,2024-12-10 08:37:00,False,693B,682B,better
 Dec 10,9:00am,AUD,Cash Rate,High,2024-12-10 09:00:00,False,4.35%,4.35%,
 Dec 10,9:00am,AUD,RBA Rate Statement,High,2024-12-10 09:00:00,False,,,
 Dec 10,10:00am,AUD,RBA Press Conference,Medium,2024-12-10 10:00:00,False,,,
 Dec 10,11:28am,JPY,Prelim Machine Tool Orders y/y,Low,2024-12-10 11:28:00,False,3.0%,,
 Dec 10,12:30pm,EUR,German Final CPI m/m,Low,2024-12-10 12:30:00,False,-0.2%,-0.2%,
 Dec 10,2:30pm,EUR,Italian Industrial Production m/m,Low,2024-12-10 14:30:00,False,0.0%,-0.1%,better
 Dec 10,All Day,EUR,ECOFIN Meetings,Low,2024-12-10 00:00:00,True,,,
 Dec 10,4:30pm,USD,NFIB Small Business Index,Low,2024-12-10 16:30:00,False,101.7,94.6,better
 Dec 10,All Day,All,OPEC Meetings,Medium,2024-12-10 00:00:00,True,,,
 Dec 10,7:00pm,USD,Revised Nonfarm Productivity q/q,Low,2024-12-10 19:00:00,False,2.2%,2.3%,
 Dec 10,7:00pm,USD,Revised Unit Labor Costs q/q,Low,2024-12-10 19:00:00,False,0.8%,1.3%,worse
 Dec 11,3:15am,NZD,Manufacturing Sales q/q,Low,2024-12-11 03:15:00,False,-0.1%,,
 Dec 11,5:20am,JPY,BSI Manufacturing Index,Low,2024-12-11 05:20:00,False,6.3,1.8,better
 Dec 11,5:20am,JPY,PPI y/y,Low,2024-12-11 05:20:00,False,3.7%,3.4%,better
 Dec 11,12:30pm,AUD,RBA Deputy Gov Hauser Speaks,Low,2024-12-11 12:30:00,False,,,
 Dec 11,3:35pm,GBP,10-y Bond Auction,Low,2024-12-11 15:35:00,False,4.33|2.9,,
 Dec 11,7:00pm,USD,Core CPI m/m,High,2024-12-11 19:00:00,False,0.3%,0.3%,
 Dec 11,7:00pm,USD,CPI m/m,High,2024-12-11 19:00:00,False,0.3%,0.3%,
 Dec 11,7:00pm,USD,CPI y/y,High,2024-12-11 19:00:00,False,2.7%,2.7%,
 Dec 11,8:15pm,CAD,BOC Rate Statement,High,2024-12-11 20:15:00,False,,,
 Dec 11,8:15pm,CAD,Overnight Rate,High,2024-12-11 20:15:00,False,3.25%,3.25%,
 Dec 11,9:00pm,CAD,BOC Press Conference,High,2024-12-11 21:00:00,False,,,
 Dec 11,9:00pm,USD,Crude Oil Inventories,Medium,2024-12-11 21:00:00,False,-1.4M,-1.0M,better
 Dec 11,11:31pm,USD,10-y Bond Auction,Low,2024-12-11 23:31:00,False,4.24|2.7,,
 Dec 12,12:30am,USD,Federal Budget Balance,Low,2024-12-12 00:30:00,False,-366.8B,-349.0B,worse
 Dec 12,5:31am,GBP,RICS House Price Balance,Low,2024-12-12 05:31:00,False,25%,19%,better
 Dec 12,6:00am,AUD,Employment Change,High,2024-12-12 06:00:00,False,35.6K,26.0K,better
 Dec 12,6:00am,AUD,Unemployment Rate,High,2024-12-12 06:00:00,False,3.9%,4.2%,better
 Dec 12,2:00pm,CHF,SNB Monetary Policy Assessment,High,2024-12-12 14:00:00,False,,,
 Dec 12,2:00pm,CHF,SNB Policy Rate,High,2024-12-12 14:00:00,False,0.50%,0.75%,worse
 Dec 12,2:30pm,CHF,SNB Press Conference,High,2024-12-12 14:30:00,False,,,
 Dec 12,2:30pm,EUR,Italian Quarterly Unemployment Rate,Low,2024-12-12 14:30:00,False,6.1%,6.6%,better
 Dec 12,3:45pm,EUR,Italian 10-y Bond Auction,Low,2024-12-12 15:45:00,False,3.19|2.1,,
 Dec 12,6:45pm,EUR,Main Refinancing Rate,High,2024-12-12 18:45:00,False,3.15%,3.15%,
 Dec 12,6:45pm,EUR,Monetary Policy Statement,High,2024-12-12 18:45:00,False,,,
 Dec 12,7:00pm,CAD,Building Permits m/m,Low,2024-12-12 19:00:00,False,-3.1%,-4.8%,better
 Dec 12,7:00pm,USD,Core PPI m/m,High,2024-12-12 19:00:00,False,0.2%,0.2%,
 Dec 12,7:00pm,USD,PPI m/m,High,2024-12-12 19:00:00,False,0.4%,0.2%,better
 Dec 12,7:00pm,USD,Unemployment Claims,High,2024-12-12 19:00:00,False,242K,221K,worse
 Dec 12,7:15pm,EUR,ECB Press Conference,High,2024-12-12 19:15:00,False,,,
 Dec 12,8:00pm,GBP,CB Leading Index m/m,Low,2024-12-12 20:00:00,False,0.0%,,
 Dec 12,9:00pm,USD,Natural Gas Storage,Low,2024-12-12 21:00:00,False,-190B,-172B,better
 Dec 12,11:31pm,USD,30-y Bond Auction,Low,2024-12-12 23:31:00,False,4.54|2.4,,
 Dec 13,3:00am,NZD,BusinessNZ Manufacturing Index,Low,2024-12-13 03:00:00,False,45.5,,
 Dec 13,3:15am,NZD,Visitor Arrivals m/m,Low,2024-12-13 03:15:00,False,0.6%,,
 Dec 13,5:20am,JPY,Tankan Manufacturing Index,Low,2024-12-13 05:20:00,False,14,13,better
 Dec 13,5:20am,JPY,Tankan Non-Manufacturing Index,Low,2024-12-13 05:20:00,False,33,33,
 Dec 13,5:31am,GBP,GfK Consumer Confidence,Low,2024-12-13 05:31:00,False,-17,-18,better
 Dec 13,7:00am,AUD,RBA Assist Gov Hunter Speaks,Low,2024-12-13 07:00:00,False,,,
 Dec 13,10:00am,JPY,Revised Industrial Production m/m,Low,2024-12-13 10:00:00,False,2.8%,3.0%,worse
 Dec 13,12:30pm,EUR,German Trade Balance,Low,2024-12-13 12:30:00,False,13.4B,15.7B,worse
 Dec 13,12:30pm,EUR,German WPI m/m,Low,2024-12-13 12:30:00,False,0.0%,0.2%,worse
 Dec 13,12:30pm,GBP,GDP m/m,High,2024-12-13 12:30:00,False,-0.1%,0.1%,worse
 Dec 13,12:30pm,GBP,Construction Output m/m,Low,2024-12-13 12:30:00,False,-0.4%,0.2%,worse
 Dec 13,12:30pm,GBP,Goods Trade Balance,Low,2024-12-13 12:30:00,False,-19.0B,-16.1B,worse
 Dec 13,12:30pm,GBP,Index of Services 3m/3m,Low,2024-12-13 12:30:00,False,0.1%,0.2%,worse
 Dec 13,12:30pm,GBP,Industrial Production m/m,Low,2024-12-13 12:30:00,False,-0.6%,0.3%,worse
 Dec 13,12:30pm,GBP,Manufacturing Production m/m,Low,2024-12-13 12:30:00,False,-0.6%,0.2%,worse
